graph_idx,true_label,pred_label,correct,num_nodes,num_edges,GradExplainer_min,GradExplainer_max,GradExplainer_mean,GradExplainer_std,IntegratedGradExplainer_min,IntegratedGradExplainer_max,IntegratedGradExplainer_mean,IntegratedGradExplainer_std,GNNExplainer_min,GNNExplainer_max,GNNExplainer_mean,GNNExplainer_std,any_error
25,23,23,True,25,48,-0.03012063354253769,-0.005211739335209131,-0.012125237844884396,0.006239479407668114,-2.456068992614746,0.1526789665222168,-0.17168094217777252,0.4964495301246643,0.0,1.0,0.4000000059604645,0.4898979663848877,False
26,9,9,True,23,44,-0.01076991856098175,0.19871896505355835,0.057890795171260834,0.05041438713669777,-0.9216116666793823,0.07069238275289536,-0.1617668867111206,0.2538459599018097,0.0,1.0,0.47826087474823,0.4995271563529968,False
27,22,27,False,21,40,-2.896959066390991,2.4640979766845703,0.2439824491739273,1.2369372844696045,-0.8258232474327087,0.4386560022830963,-0.05997297912836075,0.24454374611377716,0.0,1.0,0.380952388048172,0.4856209456920624,False
28,3,12,False,22,42,-1.135969877243042,0.827233076095581,-0.6882542371749878,0.5290317535400391,-0.5850765705108643,0.02503325045108795,-0.07374688237905502,0.14747732877731323,0.0,1.0,0.40909090638160706,0.49166610836982727,False
29,9,15,False,20,38,0.8944158554077148,6.7560858726501465,2.1833102703094482,1.9049197435379028,-3.3260021209716797,0.6542766094207764,-0.1220376268029213,0.7582952380180359,0.0,1.0,0.5,0.5,False
30,2,2,True,17,32,-0.017506971955299377,-0.002911076880991459,-0.005897138267755508,0.0031971021089702845,-3.6855592727661133,0.04516908526420593,-0.274613618850708,0.8533991575241089,0.0,1.0,0.5882353186607361,0.49215295910835266,False
31,13,29,False,28,54,-7.038689136505127,-1.6902210712432861,-4.368295192718506,1.4893319606781006,-2.3257710933685303,0.4736602008342743,-0.09204774349927902,0.4771023690700531,0.0,1.0,0.3214285671710968,0.46702489256858826,False
32,20,20,True,25,48,-0.2490878701210022,0.09471097588539124,-0.08310504257678986,0.08597615361213684,-3.246342658996582,0.2165844738483429,-0.15487083792686462,0.6381158232688904,0.0,1.0,0.11999999731779099,0.3249615430831909,False
33,15,15,True,23,44,-0.4714038372039795,-0.14651064574718475,-0.32831817865371704,0.06505986303091049,-2.781785249710083,0.15518146753311157,-0.1381976306438446,0.5670860409736633,0.0,1.0,0.43478259444236755,0.49572843313217163,False
34,22,22,True,28,54,3.3345727920532227,9.317926406860352,5.735044956207275,1.1802551746368408,-2.22918438911438,1.421983242034912,-0.06918372213840485,0.516592800617218,0.0,1.0,0.3571428656578064,0.479157418012619,False
35,21,20,False,19,36,2.146251678466797,11.738117218017578,3.2931156158447266,2.1169822216033936,-1.5432426929473877,-0.015398895367980003,-0.1626153439283371,0.33184748888015747,0.0,1.0,0.7368420958518982,0.4403473734855652,False
36,9,16,False,23,44,2.293759822845459,5.574591159820557,3.21750545501709,0.8119507431983948,-3.0744152069091797,0.3116070032119751,-0.13814879953861237,0.6333594918251038,0.0,1.0,0.3478260934352875,0.47628048062324524,False
37,4,9,False,21,40,3.7990503311157227,7.807558059692383,7.1370697021484375,0.9413840770721436,-0.8265175223350525,0.18214696645736694,-0.09226495772600174,0.18234913051128387,0.0,1.0,0.4285714328289032,0.4948716461658478,False
38,6,21,False,23,44,-14.530627250671387,-6.99073600769043,-10.027538299560547,1.856640100479126,-0.47770094871520996,0.4351654052734375,-0.049159806221723557,0.17629876732826233,0.0,1.0,0.3913043439388275,0.48804226517677307,False
39,15,15,True,21,40,0.17488589882850647,0.3873257339000702,0.2582118809223175,0.04212111607193947,-2.2692904472351074,0.07394295185804367,-0.15280739963054657,0.4800574779510498,0.0,1.0,0.4761904776096344,0.4994328022003174,False
40,28,19,False,19,36,5.897269248962402,10.354832649230957,8.576375007629395,1.0811947584152222,-0.4888440668582916,0.26679158210754395,-0.1231188029050827,0.14095166325569153,0.0,1.0,0.6315789222717285,0.482376366853714,False
41,20,20,True,18,34,-0.09963290393352509,-0.0026391055434942245,-0.08558475226163864,0.0220261849462986,-3.1791086196899414,0.302510142326355,-0.21572625637054443,0.724571943283081,0.0,1.0,0.5,0.5,False
42,5,5,True,30,60,-3.5521204471588135,3.9700050354003906,0.8901277184486389,1.574473261833191,-0.6019676923751831,0.47260451316833496,-0.09133469313383102,0.24307946860790253,0.0,1.0,0.2666666805744171,0.442216694355011,False
43,29,11,False,28,66,2.5652523040771484,26.193933486938477,17.54855728149414,4.978009223937988,-1.4487688541412354,0.3004986345767975,-0.08011714369058609,0.29546380043029785,0.0,1.0,0.3928571343421936,0.48838552832603455,False
44,20,20,True,23,44,-1.0557277202606201,-0.3350125551223755,-0.6064562201499939,0.12335499376058578,-2.8297994136810303,0.13356897234916687,-0.16592220962047577,0.5741369724273682,0.0,1.0,0.3913043439388275,0.48804226517677307,False
45,29,17,False,35,72,-12.516729354858398,-4.13543176651001,-7.751750946044922,1.568804383277893,-2.9314706325531006,0.6229429841041565,-0.06351730972528458,0.5085353255271912,0.0,1.0,0.17142857611179352,0.37688305974006653,False
46,6,20,False,19,36,-0.924228847026825,-0.16061842441558838,-0.4445568919181824,0.15582960844039917,-2.777639389038086,0.5936094522476196,-0.1960247904062271,0.6313143372535706,0.0,1.0,0.4736842215061188,0.4993070363998413,False
47,29,29,True,17,32,-0.0065407948568463326,0.0037914039567112923,0.0004218660178594291,0.002518197987228632,-3.108604907989502,0.16169995069503784,-0.2175084352493286,0.7246083617210388,0.0,1.0,0.529411792755127,0.4991341829299927,False
48,29,29,True,23,44,-11.692848205566406,-3.3243584632873535,-5.98030424118042,1.5847963094711304,-1.043087124824524,0.32914668321609497,-0.07436124235391617,0.22661688923835754,0.0,1.0,0.30434781312942505,0.4601306617259979,False
49,22,22,True,27,52,-4.453425407409668,-2.404323101043701,-3.1569738388061523,0.523151695728302,-4.066471099853516,0.1716689020395279,-0.1478365957736969,0.7717298269271851,0.0,1.0,0.4444444477558136,0.49690401554107666,False
