node_idx,true_label,pred_label,correct,positive_probability,num_subgraph_nodes,num_subgraph_edges,any_error,GradExplainer_status,GradExplainer_summary,IntegratedGradExplainer_status,IntegratedGradExplainer_summary,GNNExplainer_status,GNNExplainer_summary
340,0,0,True,0.466936,169,704,False,ok,"{""feature_min"": -0.004329, ""feature_max"": 0.001217, ""feature_mean"": -0.001046, ""feature_std"": 0.001603, ""node_min"": -0.053365, ""node_max"": -0.006326, ""node_mean"": -0.014163, ""node_std"": 0.007385}",ok,"{""feature_min"": -0.0011, ""feature_max"": 0.00635, ""feature_mean"": 0.001166, ""feature_std"": 0.0021, ""node_min"": -0.015859, ""node_max"": 0.020949, ""node_mean"": 0.000971, ""node_std"": 0.006844}",ok,"{""feature_min"": 0.14192, ""feature_max"": 0.167923, ""feature_mean"": 0.153234, ""feature_std"": 0.007055, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
7855,0,1,False,0.686676,156,686,False,ok,"{""feature_min"": -0.002061, ""feature_max"": 0.006661, ""feature_mean"": 0.001489, ""feature_std"": 0.002304, ""node_min"": 0.008153, ""node_max"": 0.071897, ""node_mean"": 0.02081, ""node_std"": 0.010331}",ok,"{""feature_min"": -0.004678, ""feature_max"": 0.004777, ""feature_mean"": 9e-06, ""feature_std"": 0.001853, ""node_min"": -0.016674, ""node_max"": 0.036795, ""node_mean"": 0.009821, ""node_std"": 0.009146}",ok,"{""feature_min"": 0.132902, ""feature_max"": 0.158309, ""feature_mean"": 0.146008, ""feature_std"": 0.007346, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
7472,1,1,True,0.550194,173,878,False,ok,"{""feature_min"": -0.003398, ""feature_max"": 0.000931, ""feature_mean"": -0.000766, ""feature_std"": 0.001128, ""node_min"": -0.031396, ""node_max"": -0.004169, ""node_mean"": -0.009236, ""node_std"": 0.00437}",ok,"{""feature_min"": -0.004042, ""feature_max"": 0.001993, ""feature_mean"": -0.000264, ""feature_std"": 0.001557, ""node_min"": -0.017802, ""node_max"": 0.015163, ""node_mean"": -0.001577, ""node_std"": 0.005943}",ok,"{""feature_min"": 0.136871, ""feature_max"": 0.17098, ""feature_mean"": 0.153089, ""feature_std"": 0.009855, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5253,0,0,True,0.436111,65,254,False,ok,"{""feature_min"": -0.001979, ""feature_max"": 0.007879, ""feature_mean"": 0.001586, ""feature_std"": 0.002749, ""node_min"": 0.009313, ""node_max"": 0.059768, ""node_mean"": 0.021821, ""node_std"": 0.010041}",ok,"{""feature_min"": -0.01196, ""feature_max"": 0.007499, ""feature_mean"": -0.000444, ""feature_std"": 0.003856, ""node_min"": -0.030443, ""node_max"": 0.022537, ""node_mean"": -0.001205, ""node_std"": 0.011603}",ok,"{""feature_min"": 0.129336, ""feature_max"": 0.16558, ""feature_mean"": 0.148558, ""feature_std"": 0.008674, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
7327,0,0,True,0.306666,106,356,False,ok,"{""feature_min"": -0.010216, ""feature_max"": 0.003474, ""feature_mean"": -0.002505, ""feature_std"": 0.004049, ""node_min"": -0.099647, ""node_max"": -0.014476, ""node_mean"": -0.033269, ""node_std"": 0.016569}",ok,"{""feature_min"": -0.003177, ""feature_max"": 0.00623, ""feature_mean"": -0.000114, ""feature_std"": 0.001812, ""node_min"": -0.020182, ""node_max"": 0.007177, ""node_mean"": -0.008351, ""node_std"": 0.00578}",ok,"{""feature_min"": 0.138691, ""feature_max"": 0.169078, ""feature_mean"": 0.149408, ""feature_std"": 0.00677, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5933,0,1,False,0.604495,146,664,False,ok,"{""feature_min"": -0.00201, ""feature_max"": 0.001187, ""feature_mean"": -0.000633, ""feature_std"": 0.000846, ""node_min"": -0.022669, ""node_max"": -0.00224, ""node_mean"": -0.007904, ""node_std"": 0.003713}",ok,"{""feature_min"": -0.0048, ""feature_max"": 0.006341, ""feature_mean"": 0.000151, ""feature_std"": 0.002141, ""node_min"": -0.019, ""node_max"": 0.025119, ""node_mean"": 0.00525, ""node_std"": 0.008937}",ok,"{""feature_min"": 0.132645, ""feature_max"": 0.165205, ""feature_mean"": 0.148367, ""feature_std"": 0.008662, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
4130,0,0,True,0.43534,237,1132,False,ok,"{""feature_min"": -0.004639, ""feature_max"": 0.000823, ""feature_mean"": -0.001339, ""feature_std"": 0.001914, ""node_min"": -0.044383, ""node_max"": -0.00512, ""node_mean"": -0.013968, ""node_std"": 0.007223}",ok,"{""feature_min"": -0.006097, ""feature_max"": 0.005642, ""feature_mean"": -0.000137, ""feature_std"": 0.002077, ""node_min"": -0.023511, ""node_max"": 0.016467, ""node_mean"": -0.001723, ""node_std"": 0.007714}",ok,"{""feature_min"": 0.136175, ""feature_max"": 0.169716, ""feature_mean"": 0.150507, ""feature_std"": 0.007993, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
4346,0,0,True,0.469709,224,1092,False,ok,"{""feature_min"": -0.004037, ""feature_max"": 0.001322, ""feature_mean"": -0.001097, ""feature_std"": 0.001528, ""node_min"": -0.045637, ""node_max"": -0.005688, ""node_mean"": -0.013217, ""node_std"": 0.00671}",ok,"{""feature_min"": -0.001471, ""feature_max"": 0.005752, ""feature_mean"": 0.000817, ""feature_std"": 0.001907, ""node_min"": -0.018609, ""node_max"": 0.018791, ""node_mean"": -0.000269, ""node_std"": 0.007067}",ok,"{""feature_min"": 0.133863, ""feature_max"": 0.163757, ""feature_mean"": 0.147737, ""feature_std"": 0.008336, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5845,0,0,True,0.28398,209,1118,False,ok,"{""feature_min"": -0.007168, ""feature_max"": 0.00267, ""feature_mean"": -0.001845, ""feature_std"": 0.00288, ""node_min"": -0.076352, ""node_max"": -0.00846, ""node_mean"": -0.019489, ""node_std"": 0.010584}",ok,"{""feature_min"": -0.004478, ""feature_max"": 0.003887, ""feature_mean"": 9e-06, ""feature_std"": 0.001864, ""node_min"": -0.017402, ""node_max"": 0.008724, ""node_mean"": -0.005257, ""node_std"": 0.00466}",ok,"{""feature_min"": 0.134145, ""feature_max"": 0.174776, ""feature_mean"": 0.152635, ""feature_std"": 0.009488, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5491,1,0,False,0.379648,197,1048,False,ok,"{""feature_min"": -0.001154, ""feature_max"": 0.002524, ""feature_mean"": 0.000602, ""feature_std"": 0.001102, ""node_min"": 0.002506, ""node_max"": 0.0202, ""node_mean"": 0.006719, ""node_std"": 0.003283}",ok,"{""feature_min"": -0.006567, ""feature_max"": 0.006958, ""feature_mean"": 0.000428, ""feature_std"": 0.002934, ""node_min"": -0.02385, ""node_max"": 0.029141, ""node_mean"": 0.004854, ""node_std"": 0.010435}",ok,"{""feature_min"": 0.122237, ""feature_max"": 0.181177, ""feature_mean"": 0.147466, ""feature_std"": 0.011191, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
6639,0,1,False,0.634001,161,762,False,ok,"{""feature_min"": -0.003078, ""feature_max"": 0.007109, ""feature_mean"": 0.001889, ""feature_std"": 0.002681, ""node_min"": 0.009302, ""node_max"": 0.063056, ""node_mean"": 0.02204, ""node_std"": 0.011183}",ok,"{""feature_min"": -0.007979, ""feature_max"": 0.009797, ""feature_mean"": -0.000583, ""feature_std"": 0.003261, ""node_min"": -0.017271, ""node_max"": 0.040027, ""node_mean"": 0.00898, ""node_std"": 0.011556}",ok,"{""feature_min"": 0.127844, ""feature_max"": 0.169327, ""feature_mean"": 0.14956, ""feature_std"": 0.009677, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
610,0,1,False,0.502234,252,1458,False,ok,"{""feature_min"": -0.001617, ""feature_max"": 0.004283, ""feature_mean"": 0.000969, ""feature_std"": 0.001628, ""node_min"": 0.004181, ""node_max"": 0.02818, ""node_mean"": 0.009704, ""node_std"": 0.004312}",ok,"{""feature_min"": -0.003371, ""feature_max"": 0.005037, ""feature_mean"": 1.6e-05, ""feature_std"": 0.001716, ""node_min"": -0.021542, ""node_max"": 0.020053, ""node_mean"": 0.000109, ""node_std"": 0.007653}",ok,"{""feature_min"": 0.130573, ""feature_max"": 0.162188, ""feature_mean"": 0.147371, ""feature_std"": 0.008138, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9403,0,1,False,0.689843,153,712,False,ok,"{""feature_min"": -0.001296, ""feature_max"": 0.006007, ""feature_mean"": 0.001157, ""feature_std"": 0.002296, ""node_min"": 0.006151, ""node_max"": 0.049981, ""node_mean"": 0.015206, ""node_std"": 0.007417}",ok,"{""feature_min"": -0.008512, ""feature_max"": 0.005106, ""feature_mean"": -0.000132, ""feature_std"": 0.00225, ""node_min"": -0.013484, ""node_max"": 0.030441, ""node_mean"": 0.010898, ""node_std"": 0.008312}",ok,"{""feature_min"": 0.132335, ""feature_max"": 0.160138, ""feature_mean"": 0.146151, ""feature_std"": 0.008864, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
13016,0,0,True,0.337979,197,864,False,ok,"{""feature_min"": -0.000741, ""feature_max"": 0.001397, ""feature_mean"": 0.00034, ""feature_std"": 0.000576, ""node_min"": 0.002062, ""node_max"": 0.017857, ""node_mean"": 0.004656, ""node_std"": 0.002401}",ok,"{""feature_min"": -0.002569, ""feature_max"": 0.003524, ""feature_mean"": 5e-06, ""feature_std"": 0.00116, ""node_min"": -0.014408, ""node_max"": 0.005784, ""node_mean"": -0.003658, ""node_std"": 0.003857}",ok,"{""feature_min"": 0.134081, ""feature_max"": 0.170515, ""feature_mean"": 0.150275, ""feature_std"": 0.009542, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
8040,0,1,False,0.688766,155,760,False,ok,"{""feature_min"": -0.003042, ""feature_max"": 0.008628, ""feature_mean"": 0.001754, ""feature_std"": 0.002709, ""node_min"": 0.008634, ""node_max"": 0.053936, ""node_mean"": 0.018638, ""node_std"": 0.008789}",ok,"{""feature_min"": -0.00173, ""feature_max"": 0.00658, ""feature_mean"": 0.001047, ""feature_std"": 0.002063, ""node_min"": -0.019427, ""node_max"": 0.033233, ""node_mean"": 0.008777, ""node_std"": 0.012115}",ok,"{""feature_min"": 0.131437, ""feature_max"": 0.174654, ""feature_mean"": 0.149335, ""feature_std"": 0.011606, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
3212,0,0,True,0.431031,212,1230,False,ok,"{""feature_min"": -0.00176, ""feature_max"": 0.004327, ""feature_mean"": 0.001102, ""feature_std"": 0.001771, ""node_min"": 0.003305, ""node_max"": 0.03322, ""node_mean"": 0.009883, ""node_std"": 0.005358}",ok,"{""feature_min"": -0.002988, ""feature_max"": 0.005331, ""feature_mean"": 0.000428, ""feature_std"": 0.002244, ""node_min"": -0.021859, ""node_max"": 0.018574, ""node_mean"": -0.001424, ""node_std"": 0.007839}",ok,"{""feature_min"": 0.132713, ""feature_max"": 0.159953, ""feature_mean"": 0.145632, ""feature_std"": 0.007534, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
14359,0,0,True,0.419079,201,1000,False,ok,"{""feature_min"": -0.005434, ""feature_max"": 0.002527, ""feature_mean"": -0.001197, ""feature_std"": 0.002393, ""node_min"": -0.040398, ""node_max"": -0.002506, ""node_mean"": -0.014009, ""node_std"": 0.006389}",ok,"{""feature_min"": -0.002065, ""feature_max"": 0.002862, ""feature_mean"": 0.00011, ""feature_std"": 0.001046, ""node_min"": -0.0184, ""node_max"": 0.013019, ""node_mean"": -0.001866, ""node_std"": 0.00551}",ok,"{""feature_min"": 0.132862, ""feature_max"": 0.161878, ""feature_mean"": 0.150247, ""feature_std"": 0.007932, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5809,0,0,True,0.193288,258,1452,False,ok,"{""feature_min"": -0.000219, ""feature_max"": 0.000601, ""feature_mean"": 0.000134, ""feature_std"": 0.000224, ""node_min"": 0.000568, ""node_max"": 0.003903, ""node_mean"": 0.001293, ""node_std"": 0.00062}",ok,"{""feature_min"": -0.001761, ""feature_max"": 0.001257, ""feature_mean"": -0.00028, ""feature_std"": 0.000738, ""node_min"": -0.011917, ""node_max"": 0.002498, ""node_mean"": -0.004597, ""node_std"": 0.002942}",ok,"{""feature_min"": 0.130938, ""feature_max"": 0.170524, ""feature_mean"": 0.149937, ""feature_std"": 0.011505, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
12336,0,1,False,0.56594,162,772,False,ok,"{""feature_min"": -0.001678, ""feature_max"": 0.00509, ""feature_mean"": 0.00086, ""feature_std"": 0.00176, ""node_min"": 0.004571, ""node_max"": 0.040844, ""node_mean"": 0.011991, ""node_std"": 0.00579}",ok,"{""feature_min"": -0.006342, ""feature_max"": 0.004829, ""feature_mean"": 5.9e-05, ""feature_std"": 0.0021, ""node_min"": -0.019135, ""node_max"": 0.019128, ""node_mean"": 0.002179, ""node_std"": 0.008109}",ok,"{""feature_min"": 0.12921, ""feature_max"": 0.161124, ""feature_mean"": 0.145174, ""feature_std"": 0.008487, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9236,1,0,False,0.341126,235,1348,False,ok,"{""feature_min"": -0.000782, ""feature_max"": 0.002176, ""feature_mean"": 0.000402, ""feature_std"": 0.000746, ""node_min"": 0.001766, ""node_max"": 0.015405, ""node_mean"": 0.00444, ""node_std"": 0.002105}",ok,"{""feature_min"": -0.003541, ""feature_max"": 0.006234, ""feature_mean"": 0.000512, ""feature_std"": 0.00202, ""node_min"": -0.015068, ""node_max"": 0.028814, ""node_mean"": 0.006493, ""node_std"": 0.008344}",ok,"{""feature_min"": 0.122076, ""feature_max"": 0.173406, ""feature_mean"": 0.149407, ""feature_std"": 0.012192, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
