node_idx,true_label,pred_label,correct,positive_probability,num_subgraph_nodes,num_subgraph_edges,any_error,GradExplainer_status,GradExplainer_summary,IntegratedGradExplainer_status,IntegratedGradExplainer_summary,GNNExplainer_status,GNNExplainer_summary
340,0,0,TRUE,0.448756,72,197,FALSE,ok,"{""feature_min"": -0.00645, ""feature_max"": 0.001457, ""feature_mean"": -0.001823, ""feature_std"": 0.002261, ""node_min"": -0.092187, ""node_max"": -0.010465, ""node_mean"": -0.033075, ""node_std"": 0.018231}",ok,"{""feature_min"": -0.003404, ""feature_max"": 0.005992, ""feature_mean"": -9.1e-05, ""feature_std"": 0.001975, ""node_min"": -0.017656, ""node_max"": 0.01951, ""node_mean"": -0.000157, ""node_std"": 0.00776}",ok,"{""feature_min"": 0.126474, ""feature_max"": 0.1594, ""feature_mean"": 0.14687, ""feature_std"": 0.007668, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
7855,0,1,FALSE,0.668017,28,83,FALSE,ok,"{""feature_min"": -0.010345, ""feature_max"": 0.020506, ""feature_mean"": 0.004562, ""feature_std"": 0.007648, ""node_min"": 0.031313, ""node_max"": 0.144528, ""node_mean"": 0.062444, ""node_std"": 0.030037}",ok,"{""feature_min"": -0.023538, ""feature_max"": 0.01706, ""feature_mean"": -0.001059, ""feature_std"": 0.00811, ""node_min"": -0.044277, ""node_max"": 0.117565, ""node_mean"": 0.043827, ""node_std"": 0.034114}",ok,"{""feature_min"": 0.130877, ""feature_max"": 0.166759, ""feature_mean"": 0.146555, ""feature_std"": 0.009188, ""node_min"": 0.0, ""node_max"": 1.0, ""node_mean"": 0.142857, ""node_std"": 0.349927, ""edge_min"": 0.0, ""edge_max"": 1.0, ""edge_mean"": 0.024096, ""edge_std"": 0.153348}"
7472,1,1,TRUE,0.542145,47,122,FALSE,ok,"{""feature_min"": -0.002025, ""feature_max"": 0.008413, ""feature_mean"": 0.002807, ""feature_std"": 0.003332, ""node_min"": 0.009696, ""node_max"": 0.115211, ""node_mean"": 0.036152, ""node_std"": 0.021539}",ok,"{""feature_min"": -0.01134, ""feature_max"": 0.006682, ""feature_mean"": -0.00107, ""feature_std"": 0.004463, ""node_min"": -0.028091, ""node_max"": 0.019633, ""node_mean"": -0.00335, ""node_std"": 0.009821}",ok,"{""feature_min"": 0.125619, ""feature_max"": 0.168439, ""feature_mean"": 0.14826, ""feature_std"": 0.011668, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5253,0,0,TRUE,0.446678,31,96,FALSE,ok,"{""feature_min"": -0.006185, ""feature_max"": 0.017783, ""feature_mean"": 0.003752, ""feature_std"": 0.005881, ""node_min"": 0.011215, ""node_max"": 0.095382, ""node_mean"": 0.03979, ""node_std"": 0.021832}",ok,"{""feature_min"": -0.029045, ""feature_max"": 0.014054, ""feature_mean"": -0.000542, ""feature_std"": 0.007932, ""node_min"": -0.048354, ""node_max"": 0.046015, ""node_mean"": 0.001016, ""node_std"": 0.02005}",ok,"{""feature_min"": 0.136546, ""feature_max"": 0.170541, ""feature_mean"": 0.149221, ""feature_std"": 0.007739, ""node_min"": 0.0, ""node_max"": 1.0, ""node_mean"": 0.064516, ""node_std"": 0.24567, ""edge_min"": 0.0, ""edge_max"": 1.0, ""edge_mean"": 0.010417, ""edge_std"": 0.101529}"
7327,0,0,TRUE,0.262498,21,50,FALSE,ok,"{""feature_min"": -0.002121, ""feature_max"": 0.006372, ""feature_mean"": 0.001616, ""feature_std"": 0.002328, ""node_min"": 0.011698, ""node_max"": 0.052696, ""node_mean"": 0.025536, ""node_std"": 0.011536}",ok,"{""feature_min"": -0.008896, ""feature_max"": 0.008628, ""feature_mean"": -0.000989, ""feature_std"": 0.003841, ""node_min"": -0.053725, ""node_max"": -0.014739, ""node_mean"": -0.033851, ""node_std"": 0.011027}",ok,"{""feature_min"": 0.129086, ""feature_max"": 0.167384, ""feature_mean"": 0.148868, ""feature_std"": 0.010506, ""node_min"": 0.0, ""node_max"": 1.0, ""node_mean"": 0.761905, ""node_std"": 0.425918, ""edge_min"": 0.0, ""edge_max"": 1.0, ""edge_mean"": 0.32, ""edge_std"": 0.466476}"
5933,0,1,FALSE,0.634456,70,224,FALSE,ok,"{""feature_min"": -0.003574, ""feature_max"": 0.007362, ""feature_mean"": 0.001541, ""feature_std"": 0.002521, ""node_min"": 0.00183, ""node_max"": 0.152219, ""node_mean"": 0.027412, ""node_std"": 0.024356}",ok,"{""feature_min"": -0.003714, ""feature_max"": 0.004052, ""feature_mean"": -0.000376, ""feature_std"": 0.001544, ""node_min"": -0.022235, ""node_max"": 0.027387, ""node_mean"": 0.007864, ""node_std"": 0.011441}",ok,"{""feature_min"": 0.132184, ""feature_max"": 0.171302, ""feature_mean"": 0.151488, ""feature_std"": 0.009669, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
4130,0,0,TRUE,0.480261,103,303,FALSE,ok,"{""feature_min"": -0.002136, ""feature_max"": 0.005183, ""feature_mean"": 0.001564, ""feature_std"": 0.002237, ""node_min"": 0.003488, ""node_max"": 0.12373, ""node_mean"": 0.024243, ""node_std"": 0.020012}",ok,"{""feature_min"": -0.003431, ""feature_max"": 0.008491, ""feature_mean"": 0.000533, ""feature_std"": 0.002537, ""node_min"": -0.028258, ""node_max"": 0.023537, ""node_mean"": -0.002144, ""node_std"": 0.010206}",ok,"{""feature_min"": 0.133333, ""feature_max"": 0.165132, ""feature_mean"": 0.149709, ""feature_std"": 0.008297, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
4346,0,0,TRUE,0.473911,63,182,FALSE,ok,"{""feature_min"": -0.001213, ""feature_max"": 0.004511, ""feature_mean"": 0.001268, ""feature_std"": 0.001686, ""node_min"": 0.005105, ""node_max"": 0.092937, ""node_mean"": 0.02646, ""node_std"": 0.016198}",ok,"{""feature_min"": -0.003119, ""feature_max"": 0.003259, ""feature_mean"": 0.000164, ""feature_std"": 0.001384, ""node_min"": -0.014282, ""node_max"": 0.020113, ""node_mean"": 0.001833, ""node_std"": 0.007275}",ok,"{""feature_min"": 0.127851, ""feature_max"": 0.170331, ""feature_mean"": 0.148678, ""feature_std"": 0.009471, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5845,0,0,TRUE,0.282509,96,270,FALSE,ok,"{""feature_min"": -0.000808, ""feature_max"": 0.001385, ""feature_mean"": 0.000355, ""feature_std"": 0.000611, ""node_min"": 0.001891, ""node_max"": 0.024124, ""node_mean"": 0.007304, ""node_std"": 0.004463}",ok,"{""feature_min"": -0.002447, ""feature_max"": 0.004371, ""feature_mean"": 0.000719, ""feature_std"": 0.001764, ""node_min"": -0.018556, ""node_max"": 0.007022, ""node_mean"": -0.005915, ""node_std"": 0.004841}",ok,"{""feature_min"": 0.130718, ""feature_max"": 0.160005, ""feature_mean"": 0.145215, ""feature_std"": 0.007531, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5491,1,0,FALSE,0.369847,101,326,FALSE,ok,"{""feature_min"": -0.000997, ""feature_max"": 0.00285, ""feature_mean"": 0.000631, ""feature_std"": 0.001124, ""node_min"": 0.002425, ""node_max"": 0.037607, ""node_mean"": 0.010344, ""node_std"": 0.006108}",ok,"{""feature_min"": -0.007995, ""feature_max"": 0.005909, ""feature_mean"": 0.000206, ""feature_std"": 0.003019, ""node_min"": -0.018855, ""node_max"": 0.031526, ""node_mean"": 0.008072, ""node_std"": 0.010615}",ok,"{""feature_min"": 0.1376, ""feature_max"": 0.17392, ""feature_mean"": 0.15066, ""feature_std"": 0.008875, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
6639,0,1,FALSE,0.618847,24,60,FALSE,ok,"{""feature_min"": -0.012413, ""feature_max"": 0.006837, ""feature_mean"": -0.003385, ""feature_std"": 0.005, ""node_min"": -0.091196, ""node_max"": -0.020299, ""node_mean"": -0.04343, ""node_std"": 0.021335}",ok,"{""feature_min"": -0.0271, ""feature_max"": 0.031148, ""feature_mean"": 0.002866, ""feature_std"": 0.012146, ""node_min"": -0.060929, ""node_max"": 0.09667, ""node_mean"": 0.031087, ""node_std"": 0.040389}",ok,"{""feature_min"": 0.127669, ""feature_max"": 0.164277, ""feature_mean"": 0.149049, ""feature_std"": 0.010082, ""node_min"": 0.0, ""node_max"": 1.0, ""node_mean"": 0.458333, ""node_std"": 0.498261, ""edge_min"": 0.0, ""edge_max"": 1.0, ""edge_mean"": 0.116667, ""edge_std"": 0.321023}"
610,0,1,FALSE,0.500649,92,304,FALSE,ok,"{""feature_min"": -0.002207, ""feature_max"": 0.006135, ""feature_mean"": 0.001353, ""feature_std"": 0.002382, ""node_min"": 0.004421, ""node_max"": 0.048925, ""node_mean"": 0.018351, ""node_std"": 0.009342}",ok,"{""feature_min"": -0.010119, ""feature_max"": 0.004445, ""feature_mean"": -0.000359, ""feature_std"": 0.003023, ""node_min"": -0.026692, ""node_max"": 0.022264, ""node_mean"": 0.001503, ""node_std"": 0.010668}",ok,"{""feature_min"": 0.136326, ""feature_max"": 0.169044, ""feature_mean"": 0.150175, ""feature_std"": 0.008481, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9403,0,1,FALSE,0.681933,51,139,FALSE,ok,"{""feature_min"": -0.003424, ""feature_max"": 0.010378, ""feature_mean"": 0.001996, ""feature_std"": 0.004525, ""node_min"": 0.00987, ""node_max"": 0.088507, ""node_mean"": 0.029589, ""node_std"": 0.015586}",ok,"{""feature_min"": -0.011604, ""feature_max"": 0.009683, ""feature_mean"": 0.000255, ""feature_std"": 0.004019, ""node_min"": -0.001469, ""node_max"": 0.057943, ""node_mean"": 0.029332, ""node_std"": 0.014836}",ok,"{""feature_min"": 0.118626, ""feature_max"": 0.170391, ""feature_mean"": 0.147388, ""feature_std"": 0.0113, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
13016,0,0,TRUE,0.332313,58,149,FALSE,ok,"{""feature_min"": -0.001148, ""feature_max"": 0.002863, ""feature_mean"": 0.000618, ""feature_std"": 0.001031, ""node_min"": 0.002657, ""node_max"": 0.027614, ""node_mean"": 0.011392, ""node_std"": 0.00606}",ok,"{""feature_min"": -0.002847, ""feature_max"": 0.004159, ""feature_mean"": 0.000394, ""feature_std"": 0.001992, ""node_min"": -0.026907, ""node_max"": 0.006018, ""node_mean"": -0.008989, ""node_std"": 0.006589}",ok,"{""feature_min"": 0.129054, ""feature_max"": 0.164864, ""feature_mean"": 0.149199, ""feature_std"": 0.009254, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
8040,0,1,FALSE,0.682364,54,155,FALSE,ok,"{""feature_min"": -0.002767, ""feature_max"": 0.015048, ""feature_mean"": 0.003496, ""feature_std"": 0.005028, ""node_min"": 0.019012, ""node_max"": 0.110649, ""node_mean"": 0.044929, ""node_std"": 0.021417}",ok,"{""feature_min"": -0.005905, ""feature_max"": 0.00363, ""feature_mean"": -0.000681, ""feature_std"": 0.002316, ""node_min"": -0.020473, ""node_max"": 0.05652, ""node_mean"": 0.021979, ""node_std"": 0.02044}",ok,"{""feature_min"": 0.133186, ""feature_max"": 0.158264, ""feature_mean"": 0.144964, ""feature_std"": 0.007032, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
3212,0,0,TRUE,0.406279,135,444,FALSE,ok,"{""feature_min"": -0.001103, ""feature_max"": 0.003403, ""feature_mean"": 0.000946, ""feature_std"": 0.001361, ""node_min"": 0.003633, ""node_max"": 0.048514, ""node_mean"": 0.014951, ""node_std"": 0.008144}",ok,"{""feature_min"": -0.002629, ""feature_max"": 0.001063, ""feature_mean"": -0.000426, ""feature_std"": 0.000884, ""node_min"": -0.014764, ""node_max"": 0.017009, ""node_mean"": -0.001138, ""node_std"": 0.005739}",ok,"{""feature_min"": 0.131341, ""feature_max"": 0.175375, ""feature_mean"": 0.149677, ""feature_std"": 0.009895, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
14359,0,0,TRUE,0.387821,60,180,FALSE,ok,"{""feature_min"": -0.003606, ""feature_max"": 0.006523, ""feature_mean"": 0.001251, ""feature_std"": 0.002933, ""node_min"": 0.003217, ""node_max"": 0.038587, ""node_mean"": 0.014735, ""node_std"": 0.007638}",ok,"{""feature_min"": -0.005499, ""feature_max"": 0.006732, ""feature_mean"": 0.000426, ""feature_std"": 0.003017, ""node_min"": -0.027707, ""node_max"": 0.0141, ""node_mean"": -0.007709, ""node_std"": 0.009453}",ok,"{""feature_min"": 0.133294, ""feature_max"": 0.167397, ""feature_mean"": 0.147834, ""feature_std"": 0.010026, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5809,0,0,TRUE,0.163096,191,672,FALSE,ok,"{""feature_min"": -9.1e-05, ""feature_max"": 0.000221, ""feature_mean"": 5.6e-05, ""feature_std"": 8.6e-05, ""node_min"": 0.000299, ""node_max"": 0.009053, ""node_mean"": 0.001459, ""node_std"": 0.000926}",ok,"{""feature_min"": -0.000871, ""feature_max"": 0.001453, ""feature_mean"": -4.1e-05, ""feature_std"": 0.000452, ""node_min"": -0.006488, ""node_max"": 0.001622, ""node_mean"": -0.002554, ""node_std"": 0.001655}",ok,"{""feature_min"": 0.136465, ""feature_max"": 0.16613, ""feature_mean"": 0.149352, ""feature_std"": 0.006917, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
12336,0,1,FALSE,0.603106,77,227,FALSE,ok,"{""feature_min"": -0.004359, ""feature_max"": 0.001831, ""feature_mean"": -0.000613, ""feature_std"": 0.001466, ""node_min"": -0.035835, ""node_max"": -0.001282, ""node_mean"": -0.010278, ""node_std"": 0.006488}",ok,"{""feature_min"": -0.005863, ""feature_max"": 0.008449, ""feature_mean"": 0.000396, ""feature_std"": 0.003054, ""node_min"": -0.024023, ""node_max"": 0.036937, ""node_mean"": 0.007079, ""node_std"": 0.014809}",ok,"{""feature_min"": 0.120402, ""feature_max"": 0.162197, ""feature_mean"": 0.147211, ""feature_std"": 0.00939, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9236,1,0,FALSE,0.296946,182,633,FALSE,ok,"{""feature_min"": -0.000293, ""feature_max"": 0.000787, ""feature_mean"": 0.000183, ""feature_std"": 0.000272, ""node_min"": 0.000789, ""node_max"": 0.020599, ""node_mean"": 0.005718, ""node_std"": 0.004002}",ok,"{""feature_min"": -0.003881, ""feature_max"": 0.001457, ""feature_mean"": -0.00049, ""feature_std"": 0.001314, ""node_min"": -0.008991, ""node_max"": 0.016017, ""node_mean"": 0.004111, ""node_std"": 0.00498}",ok,"{""feature_min"": 0.127715, ""feature_max"": 0.164697, ""feature_mean"": 0.146775, ""feature_std"": 0.009915, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
