node_idx,true_label,pred_label,correct,positive_probability,num_subgraph_nodes,num_subgraph_edges,any_error,GradExplainer_status,GradExplainer_summary,IntegratedGradExplainer_status,IntegratedGradExplainer_summary,GNNExplainer_status,GNNExplainer_summary
7327,0,0,True,0.309387,109,392,False,ok,"{""feature_min"": -0.014497, ""feature_max"": 0.0056, ""feature_mean"": -0.003382, ""feature_std"": 0.005657, ""node_min"": -0.107274, ""node_max"": -0.011932, ""node_mean"": -0.033702, ""node_std"": 0.01798}",ok,"{""feature_min"": -0.004207, ""feature_max"": 0.005959, ""feature_mean"": -0.000227, ""feature_std"": 0.002419, ""node_min"": -0.029227, ""node_max"": 0.009866, ""node_mean"": -0.011484, ""node_std"": 0.007753}",ok,"{""feature_min"": 0.130585, ""feature_max"": 0.170502, ""feature_mean"": 0.148467, ""feature_std"": 0.01184, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5933,0,1,False,0.589642,176,932,False,ok,"{""feature_min"": -0.001977, ""feature_max"": 0.0037, ""feature_mean"": 0.001212, ""feature_std"": 0.001572, ""node_min"": 0.002742, ""node_max"": 0.049648, ""node_mean"": 0.014095, ""node_std"": 0.00778}",ok,"{""feature_min"": -0.005412, ""feature_max"": 0.002624, ""feature_mean"": -0.00028, ""feature_std"": 0.001786, ""node_min"": -0.019214, ""node_max"": 0.021686, ""node_mean"": 0.003493, ""node_std"": 0.008352}",ok,"{""feature_min"": 0.127424, ""feature_max"": 0.17073, ""feature_mean"": 0.147159, ""feature_std"": 0.010828, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
4130,0,0,True,0.45747,329,1793,False,ok,"{""feature_min"": -0.000408, ""feature_max"": 0.002886, ""feature_mean"": 0.000794, ""feature_std"": 0.00113, ""node_min"": 0.002461, ""node_max"": 0.041244, ""node_mean"": 0.00931, ""node_std"": 0.005131}",ok,"{""feature_min"": -0.002882, ""feature_max"": 0.004017, ""feature_mean"": 9.5e-05, ""feature_std"": 0.001543, ""node_min"": -0.018514, ""node_max"": 0.013623, ""node_mean"": -0.00125, ""node_std"": 0.006046}",ok,"{""feature_min"": 0.129494, ""feature_max"": 0.159304, ""feature_mean"": 0.144345, ""feature_std"": 0.007599, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
4346,0,0,True,0.464918,309,1694,False,ok,"{""feature_min"": -0.000737, ""feature_max"": 0.002934, ""feature_mean"": 0.000774, ""feature_std"": 0.001083, ""node_min"": 0.002875, ""node_max"": 0.033932, ""node_mean"": 0.009745, ""node_std"": 0.005477}",ok,"{""feature_min"": -0.001063, ""feature_max"": 0.004292, ""feature_mean"": 0.000683, ""feature_std"": 0.00137, ""node_min"": -0.016828, ""node_max"": 0.014552, ""node_mean"": -0.000261, ""node_std"": 0.005948}",ok,"{""feature_min"": 0.125613, ""feature_max"": 0.169538, ""feature_mean"": 0.149897, ""feature_std"": 0.010079, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5845,0,0,True,0.287293,286,1735,False,ok,"{""feature_min"": -0.000411, ""feature_max"": 0.001041, ""feature_mean"": 0.00024, ""feature_std"": 0.000406, ""node_min"": 0.000623, ""node_max"": 0.011987, ""node_mean"": 0.002716, ""node_std"": 0.001583}",ok,"{""feature_min"": -0.003477, ""feature_max"": 0.001177, ""feature_mean"": -0.000386, ""feature_std"": 0.000993, ""node_min"": -0.012824, ""node_max"": 0.006545, ""node_mean"": -0.004058, ""node_std"": 0.003417}",ok,"{""feature_min"": 0.132539, ""feature_max"": 0.169458, ""feature_mean"": 0.148742, ""feature_std"": 0.008395, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5491,1,0,False,0.372456,265,1604,False,ok,"{""feature_min"": -0.000662, ""feature_max"": 0.001548, ""feature_mean"": 0.000381, ""feature_std"": 0.000658, ""node_min"": 0.001418, ""node_max"": 0.018318, ""node_mean"": 0.00477, ""node_std"": 0.002558}",ok,"{""feature_min"": -0.003951, ""feature_max"": 0.006063, ""feature_mean"": 0.000139, ""feature_std"": 0.001714, ""node_min"": -0.016538, ""node_max"": 0.022854, ""node_mean"": 0.004049, ""node_std"": 0.007814}",ok,"{""feature_min"": 0.127647, ""feature_max"": 0.163785, ""feature_mean"": 0.146413, ""feature_std"": 0.008774, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
6639,0,1,False,0.631742,236,1252,False,ok,"{""feature_min"": -0.001773, ""feature_max"": 0.000522, ""feature_mean"": -0.000461, ""feature_std"": 0.000648, ""node_min"": -0.017651, ""node_max"": -0.001282, ""node_mean"": -0.00574, ""node_std"": 0.003032}",ok,"{""feature_min"": -0.004189, ""feature_max"": 0.006285, ""feature_mean"": -2.9e-05, ""feature_std"": 0.002156, ""node_min"": -0.013729, ""node_max"": 0.029638, ""node_mean"": 0.006104, ""node_std"": 0.008638}",ok,"{""feature_min"": 0.123183, ""feature_max"": 0.169671, ""feature_mean"": 0.148126, ""feature_std"": 0.010692, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
610,0,1,False,0.526052,375,2584,False,ok,"{""feature_min"": -0.000918, ""feature_max"": 0.002744, ""feature_mean"": 0.000617, ""feature_std"": 0.001008, ""node_min"": 0.002129, ""node_max"": 0.024233, ""node_mean"": 0.007864, ""node_std"": 0.003701}",ok,"{""feature_min"": -0.0015, ""feature_max"": 0.00461, ""feature_mean"": 0.000144, ""feature_std"": 0.001333, ""node_min"": -0.013004, ""node_max"": 0.013755, ""node_mean"": 0.000545, ""node_std"": 0.004622}",ok,"{""feature_min"": 0.135253, ""feature_max"": 0.170037, ""feature_mean"": 0.147428, ""feature_std"": 0.010062, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9403,0,1,False,0.711488,172,883,False,ok,"{""feature_min"": -0.001315, ""feature_max"": 0.007725, ""feature_mean"": 0.001348, ""feature_std"": 0.002845, ""node_min"": 0.004283, ""node_max"": 0.107451, ""node_mean"": 0.016093, ""node_std"": 0.011695}",ok,"{""feature_min"": -0.00259, ""feature_max"": 0.006586, ""feature_mean"": 0.000364, ""feature_std"": 0.00187, ""node_min"": -0.018462, ""node_max"": 0.039146, ""node_mean"": 0.013945, ""node_std"": 0.010296}",ok,"{""feature_min"": 0.13453, ""feature_max"": 0.17339, ""feature_mean"": 0.153922, ""feature_std"": 0.009637, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
13016,0,0,True,0.353142,283,1473,False,ok,"{""feature_min"": -0.000604, ""feature_max"": 0.001059, ""feature_mean"": 0.000253, ""feature_std"": 0.000464, ""node_min"": 0.001085, ""node_max"": 0.017716, ""node_mean"": 0.003787, ""node_std"": 0.002307}",ok,"{""feature_min"": -0.00135, ""feature_max"": 0.002013, ""feature_mean"": -5e-06, ""feature_std"": 0.000701, ""node_min"": -0.010787, ""node_max"": 0.00533, ""node_mean"": -0.002516, ""node_std"": 0.003123}",ok,"{""feature_min"": 0.128657, ""feature_max"": 0.170165, ""feature_mean"": 0.146597, ""feature_std"": 0.01091, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
8040,0,1,False,0.680358,231,1281,False,ok,"{""feature_min"": -0.001602, ""feature_max"": 0.00594, ""feature_mean"": 0.001289, ""feature_std"": 0.001911, ""node_min"": 0.003235, ""node_max"": 0.050074, ""node_mean"": 0.015965, ""node_std"": 0.00789}",ok,"{""feature_min"": -0.004867, ""feature_max"": 0.004066, ""feature_mean"": -5.5e-05, ""feature_std"": 0.001661, ""node_min"": -0.015931, ""node_max"": 0.024842, ""node_mean"": 0.006197, ""node_std"": 0.008458}",ok,"{""feature_min"": 0.131206, ""feature_max"": 0.16013, ""feature_mean"": 0.146142, ""feature_std"": 0.007739, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
3212,0,0,True,0.399333,384,2529,False,ok,"{""feature_min"": -0.004093, ""feature_max"": 0.001177, ""feature_mean"": -0.000982, ""feature_std"": 0.001594, ""node_min"": -0.040625, ""node_max"": -0.002573, ""node_mean"": -0.01049, ""node_std"": 0.005637}",ok,"{""feature_min"": -0.001464, ""feature_max"": 0.004205, ""feature_mean"": 1.8e-05, ""feature_std"": 0.001134, ""node_min"": -0.014579, ""node_max"": 0.013337, ""node_mean"": -0.00076, ""node_std"": 0.004362}",ok,"{""feature_min"": 0.12779, ""feature_max"": 0.166057, ""feature_mean"": 0.144861, ""feature_std"": 0.008411, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
14359,0,0,True,0.42471,259,1507,False,ok,"{""feature_min"": -0.001066, ""feature_max"": 0.002232, ""feature_mean"": 0.000446, ""feature_std"": 0.000975, ""node_min"": 0.001253, ""node_max"": 0.025585, ""node_mean"": 0.005757, ""node_std"": 0.003591}",ok,"{""feature_min"": -0.003221, ""feature_max"": 0.004335, ""feature_mean"": -6.2e-05, ""feature_std"": 0.001447, ""node_min"": -0.015806, ""node_max"": 0.011516, ""node_mean"": -0.001411, ""node_std"": 0.004825}",ok,"{""feature_min"": 0.116329, ""feature_max"": 0.166357, ""feature_mean"": 0.146822, ""feature_std"": 0.011676, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
5809,0,0,True,0.192251,485,3336,False,ok,"{""feature_min"": -7.7e-05, ""feature_max"": 0.000226, ""feature_mean"": 4.8e-05, ""feature_std"": 8.3e-05, ""node_min"": 0.000216, ""node_max"": 0.003162, ""node_mean"": 0.000767, ""node_std"": 0.00039}",ok,"{""feature_min"": -0.001174, ""feature_max"": 0.000237, ""feature_mean"": -7.8e-05, ""feature_std"": 0.000293, ""node_min"": -0.004951, ""node_max"": 0.002484, ""node_mean"": -0.001596, ""node_std"": 0.001326}",ok,"{""feature_min"": 0.128397, ""feature_max"": 0.180463, ""feature_mean"": 0.147088, ""feature_std"": 0.011196, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
12336,0,1,False,0.579118,206,1137,False,ok,"{""feature_min"": -0.001417, ""feature_max"": 0.004654, ""feature_mean"": 0.000791, ""feature_std"": 0.001587, ""node_min"": 0.002376, ""node_max"": 0.036449, ""node_mean"": 0.010109, ""node_std"": 0.005963}",ok,"{""feature_min"": -0.003723, ""feature_max"": 0.003631, ""feature_mean"": -0.000133, ""feature_std"": 0.001519, ""node_min"": -0.020238, ""node_max"": 0.024425, ""node_mean"": 0.002144, ""node_std"": 0.007964}",ok,"{""feature_min"": 0.129417, ""feature_max"": 0.160337, ""feature_mean"": 0.14855, ""feature_std"": 0.007257, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
9236,1,0,False,0.333983,444,2907,False,ok,"{""feature_min"": -0.000254, ""feature_max"": 0.00081, ""feature_mean"": 0.000162, ""feature_std"": 0.000288, ""node_min"": 0.000513, ""node_max"": 0.009241, ""node_mean"": 0.002646, ""node_std"": 0.001369}",ok,"{""feature_min"": -0.000883, ""feature_max"": 0.002018, ""feature_mean"": 0.000317, ""feature_std"": 0.00077, ""node_min"": -0.010757, ""node_max"": 0.014715, ""node_mean"": 0.003115, ""node_std"": 0.00452}",ok,"{""feature_min"": 0.140399, ""feature_max"": 0.162792, ""feature_mean"": 0.151138, ""feature_std"": 0.006752, ""node_min"": 0.0, ""node_max"": 0.0, ""node_mean"": 0.0, ""node_std"": 0.0, ""edge_min"": 0.0, ""edge_max"": 0.0, ""edge_mean"": 0.0, ""edge_std"": 0.0}"
