graph_idx,true_label,pred_label,correct,num_nodes,num_edges,GradExplainer_min,GradExplainer_max,GradExplainer_mean,GradExplainer_std,IntegratedGradExplainer_min,IntegratedGradExplainer_max,IntegratedGradExplainer_mean,IntegratedGradExplainer_std,GNNExplainer_min,GNNExplainer_max,GNNExplainer_mean,GNNExplainer_std,any_error
40,25,25,True,16,30,-9.389381408691406,-4.933356761932373,-6.674209117889404,1.4895763397216797,-0.5785434246063232,0.11249099671840668,-0.029224464669823647,0.14645040035247803,0.0,1.0,0.5625,0.49607837200164795,False
41,25,7,False,19,36,-4.205357551574707,1.5584642887115479,-0.174672931432724,1.3622413873672485,-0.501055121421814,0.021557675674557686,-0.0399414598941803,0.11000028997659683,0.0,1.0,0.6842105388641357,0.4648295044898987,False
42,9,24,False,24,48,1.8143945932388306,6.981865406036377,2.8372457027435303,1.07951021194458,-2.049208879470825,0.17870675027370453,-0.19792167842388153,0.5298522114753723,0.0,1.0,0.6666666865348816,0.471404492855072,False
43,0,8,False,29,60,-1.9538657665252686,1.5304924249649048,-0.4707247018814087,1.0059295892715454,-0.8461226224899292,0.06909513473510742,-0.10954534262418747,0.1732824742794037,0.0,1.0,0.24137930572032928,0.42791974544525146,False
44,19,19,True,19,36,-0.24104957282543182,0.02771104872226715,-0.16558021306991577,0.0636460930109024,-1.3506354093551636,0.08852081745862961,-0.1002105250954628,0.2968500256538391,0.0,1.0,0.5789473652839661,0.49372801184654236,False
45,25,19,False,18,34,-21.899173736572266,-14.747384071350098,-20.569395065307617,1.5325968265533447,-1.405383586883545,0.7251430749893188,-0.07577082514762878,0.381389319896698,0.0,1.0,0.4444444477558136,0.49690401554107666,False
46,21,21,True,18,34,0.008579442277550697,0.03101162239909172,0.014478261582553387,0.0058173518627882,-1.6733516454696655,-0.015652569010853767,-0.2221556454896927,0.48559555411338806,0.0,1.0,0.5555555820465088,0.4969039857387543,False
47,18,18,True,19,36,-0.037184931337833405,-0.005595589987933636,-0.011061771772801876,0.006658115424215794,-1.1785862445831299,-0.0023391488939523697,-0.11658663302659988,0.29725873470306396,0.0,1.0,0.4736842215061188,0.4993070363998413,False
48,12,4,False,20,38,-0.0541684664785862,0.02177654206752777,0.003631818341091275,0.01711892895400524,-4.059150218963623,0.030318930745124817,-0.23976683616638184,0.8840267062187195,0.0,1.0,0.44999998807907104,0.497493714094162,False
49,17,17,True,21,40,1.447209358215332,3.5584914684295654,1.821348786354065,0.4148174524307251,-3.324129581451416,0.030658360570669174,-0.20923206210136414,0.7011232972145081,0.0,1.0,0.5714285969734192,0.4948716461658478,False
